ticket_id,class,luggage_weight,client_id,flight_id
1140,0,9.3,1715,195
1141,2,32.4,1193,155
1142,2,35.3,1915,148
1143,1,32.0,1940,288
1144,0,8.0,1079,727
1145,0,15.9,1719,6
1146,1,17.2,1155,596
1147,2,25.6,1813,428
1148,2,4.9,1299,549
1149,2,33.7,1086,77
1150,0,9.4,1241,125
1151,0,35.7,1082,794
1152,2,8.7,1305,812
1153,0,5.1,1068,268
1154,2,15.7,1821,195
1155,0,0.1,1389,390
1156,2,28.9,1192,705
1157,1,34.2,1890,821
1158,2,12.3,1773,551
1159,2,0.2,1464,412
1160,0,39.3,1947,485
1161,0,28.1,1629,40
1162,1,19.2,1553,807
1163,2,9.7,1541,500
1164,1,0.9,1427,922
1165,1,1.7,1799,839
1166,2,34.2,1524,421
1167,0,10.4,1823,821
1168,0,30.8,1933,374
1169,1,2.6,1779,167
1170,2,16.7,1682,526
1171,2,16.4,1813,908
1172,2,16.2,1888,142
1173,1,37.5,1139,501
1174,2,10.3,1095,684
1175,0,22.7,1645,742
1176,2,9.9,1533,262
1177,0,23.1,1087,547
1178,0,24.9,1562,302
1179,0,9.7,1788,859
1180,2,34.6,1569,455
1181,0,16.1,1723,44
1182,1,9.0,1171,417
1183,2,0.0,1801,30
1184,1,26.2,1302,239
1185,2,17.6,1382,831
1186,1,23.8,1788,379
1187,1,21.9,1415,204
1188,2,18.0,1700,394
1189,0,11.8,1241,180
1190,1,11.8,1926,644
1191,1,9.3,1631,926
1192,2,26.6,1895,989
1193,2,26.7,1881,125
1194,1,29.8,1848,990
1195,1,26.5,1863,341
1196,2,6.8,1782,121
1197,0,10.8,1217,983
1198,0,25.3,1094,413
1199,0,26.5,1113,888
1200,1,12.8,1763,263
1201,0,25.6,1452,426
1202,1,31.2,1499,484
1203,2,15.4,1231,312
1204,1,6.6,1659,145
1205,2,8.6,1286,41
1206,2,20.0,1716,663
1207,1,2.0,1538,176
1208,1,29.2,1083,939
1209,2,24.6,1869,130
1210,1,20.6,1011,324
1211,0,21.0,1108,135
1212,2,10.2,1111,945
1213,1,38.1,1461,15
1214,0,20.1,1544,338
1215,1,32.6,1279,823
1216,2,23.3,1033,626
1217,1,5.2,1267,471
1218,0,35.2,1967,853
1219,2,23.6,1133,809
1220,0,18.4,1673,777
1221,2,9.0,1821,919
1222,1,39.6,1558,603
1223,0,15.6,1164,165
1224,0,33.1,1693,94
1225,1,24.1,1063,164
1226,0,33.7,1813,24
1227,1,26.5,1312,836
1228,0,6.7,1411,159
1229,1,25.4,1799,620
1230,0,19.1,1485,357
1231,2,18.7,1723,371
1232,2,9.0,1196,759
1233,1,33.4,1970,527
1234,1,7.5,1832,540
1235,1,34.3,1022,143
1236,0,6.0,1564,421
1237,0,38.2,1156,546
1238,2,20.9,1983,506
1239,2,24.2,1825,74
1240,0,28.0,1119,533
1241,1,18.5,1360,224
1242,1,4.5,1504,363
1243,1,23.0,1925,580
1244,0,32.4,1565,60
1245,1,25.8,1038,187
1246,2,20.4,1491,341
1247,2,29.4,1646,84
1248,0,3.4,1345,425
1249,1,19.7,1967,268
1250,0,15.6,1588,609
1251,1,13.9,1919,984
1252,2,8.5,1258,701
1253,1,25.5,1433,231
1254,1,13.3,1974,546
1255,2,31.9,1007,259
1256,2,31.6,1341,152
1257,2,0.6,1589,421
1258,2,6.5,1595,772
1259,2,39.7,1536,717
1260,2,20.4,1215,752
1261,1,34.2,1596,443
1262,1,11.2,1846,563
1263,1,35.4,1234,778
1264,1,39.0,1444,665
1265,0,11.6,1897,578
1266,1,8.1,1519,257
1267,0,24.0,1068,799
1268,2,28.1,1902,898
1269,2,22.4,1858,252
1270,2,19.7,1340,129
1271,2,26.3,1523,463
1272,1,15.5,1730,215
1273,2,5.8,1088,930
1274,1,36.3,1036,830
1275,0,14.4,1663,322
1276,2,29.8,1355,260
1277,2,35.5,1696,777
1278,1,3.5,1219,254
1279,1,0.0,1704,252
1280,2,14.3,1273,609
1281,2,39.2,1794,641
1282,0,32.6,1178,674
1283,1,9.4,1072,778
1284,0,39.6,1569,483
1285,0,27.7,1997,925
1286,2,0.0,1749,815
1287,0,10.3,1623,938
1288,0,21.6,1078,852
1289,2,21.6,1917,850
1290,2,12.6,1483,720
1291,2,28.9,1082,893
1292,2,30.6,1606,271
1293,2,17.5,1965,882
1294,1,20.0,1875,783
1295,1,28.6,1791,498
1296,2,25.1,1548,275
1297,2,33.3,1604,390
1298,2,1.9,1742,745
1299,1,39.5,1642,895
1300,1,40.0,1844,675
1301,1,33.6,1841,933
1302,0,29.6,1228,543
1303,1,29.1,1703,651
1304,1,16.2,1394,225
1305,1,7.2,1921,110
1306,2,14.6,1677,679
1307,2,5.5,1711,340
1308,0,15.9,1458,336
1309,2,11.9,1260,407
1310,1,3.4,1783,627
1311,2,8.1,1050,497
1312,0,10.1,1097,724
1313,1,28.5,1307,124
1314,1,37.2,1271,184
1315,0,37.2,1138,616
1316,1,32.4,1880,287
1317,1,14.6,1251,121
1318,2,2.2,1933,609
1319,1,31.8,1300,141
1320,1,23.7,1242,366
1321,1,8.9,1631,209
1322,1,14.9,1186,559
1323,0,32.4,1020,999
1324,0,25.6,1664,37
1325,0,1.7,1077,638
1326,1,20.8,1866,637
1327,0,23.7,1143,347
1328,0,37.6,1613,31
1329,1,6.1,1194,928
1330,0,24.0,1350,665
1331,1,19.4,1626,461
1332,1,16.3,1883,578
1333,1,11.1,1013,17
1334,1,16.0,1249,292
1335,1,18.8,1492,859
1336,0,11.9,1745,313
1337,2,30.9,1389,323
1338,0,19.7,1323,530
1339,0,26.8,1050,232
1340,0,7.9,1103,818
1341,2,12.3,1569,57
1342,2,14.5,1678,983
1343,0,7.2,1172,769
1344,0,36.3,1945,506
1345,2,2.6,1195,921
1346,0,19.8,1408,980
1347,0,3.2,1433,904
1348,1,0.7,1875,43
1349,1,26.4,1535,532
1350,1,21.3,1716,234
1351,1,21.3,1362,418
1352,1,21.0,1492,656
1353,1,11.1,1247,840
1354,0,7.9,1296,3
1355,2,7.2,1052,989
1356,0,39.6,1085,682
1357,0,39.1,1100,420
1358,2,22.8,1416,117
1359,2,15.7,1054,881
1360,2,11.2,1482,221
1361,2,0.3,1318,495
1362,2,3.7,1033,150
1363,0,25.0,1182,239
1364,0,6.4,1152,834
1365,0,25.4,1283,905
1366,1,36.7,1490,652
1367,2,8.0,1393,95
1368,1,10.8,1625,183
1369,1,17.0,1823,930
1370,0,15.7,1245,547
1371,2,27.7,1443,257
1372,0,31.9,1575,64
1373,1,37.3,1819,479
1374,2,33.7,1019,216
1375,0,24.0,1080,410
1376,1,38.2,1929,272
1377,0,4.5,1641,769
1378,2,8.4,1488,888
1379,0,12.6,1287,304
1380,0,37.7,1158,656
1381,2,3.9,1597,184
1382,0,21.0,1380,294
1383,0,27.7,1437,788
1384,0,20.7,1042,966
1385,2,2.7,1243,473
1386,0,2.8,1311,562
1387,1,29.4,1722,619
1388,1,2.4,1845,240
1389,1,10.8,1654,118
1390,1,16.6,1282,45
1391,0,30.8,1048,944
1392,2,2.0,1901,634
1393,0,22.4,1803,112
1394,0,38.9,1641,492
1395,1,39.7,1477,12
1396,2,25.6,1107,764
1397,2,24.1,1573,542
1398,1,38.9,1679,483
1399,0,31.8,1571,102
1400,2,6.5,1777,87
1401,1,8.6,1270,192
1402,1,10.5,1873,291
1403,1,35.9,1090,478
1404,0,29.5,1272,883
1405,1,12.7,1747,129
1406,0,25.1,1303,54
1407,0,21.1,1029,124
1408,0,32.4,1855,482
1409,2,15.5,1435,293
1410,0,3.7,1263,330
1411,0,20.6,1340,209
1412,2,36.9,1247,149
1413,2,23.8,1607,367
1414,2,2.5,1024,968
1415,2,28.3,1559,653
1416,0,20.8,1791,769
1417,2,24.5,1356,104
1418,2,4.5,1059,912
1419,2,21.8,1980,886
1420,2,36.1,1582,72
1421,0,17.4,1281,400
1422,1,14.7,1369,575
1423,1,37.9,1531,862
1424,1,13.7,1733,437
1425,0,26.7,1750,940
1426,2,20.7,1136,170
1427,0,38.5,1108,384
1428,1,20.3,1313,624
1429,2,19.2,1968,290
1430,2,3.4,1449,923
1431,1,0.7,1888,82
1432,0,30.1,1890,644
1433,0,18.6,1144,703
1434,2,38.1,1924,59
1435,0,21.5,1804,147
1436,0,19.6,1384,826
1437,2,23.8,1599,925
1438,1,6.7,1432,537
1439,0,9.2,1632,448
1440,1,3.9,1066,376
1441,2,20.3,1271,466
1442,1,10.2,1868,658
1443,2,23.5,1791,418
1444,0,38.6,1838,36
1445,0,21.2,1938,177
1446,2,13.9,1049,538
1447,0,25.7,1097,898
1448,2,8.4,1633,723
1449,0,19.0,1641,199
1450,2,22.9,1461,13
1451,0,26.4,1077,655
1452,1,31.0,1156,765
1453,0,36.4,1190,86
1454,1,26.7,1811,626
1455,2,27.1,1702,406
1456,2,18.5,1864,46
1457,1,9.6,1668,360
1458,0,38.2,1809,807
1459,2,2.2,1193,448
1460,1,24.7,1390,163
1461,1,11.4,1586,132
1462,1,38.2,1069,874
1463,2,37.8,1609,346
1464,0,32.4,1383,13
1465,2,27.5,1513,54
1466,2,35.9,1652,833
1467,1,33.8,1080,151
1468,2,31.1,1926,816
1469,0,36.6,1162,85
1470,2,2.1,1056,654
1471,1,9.8,1211,685
1472,0,13.0,1498,457
1473,1,26.2,1755,434
1474,2,11.0,1117,102
1475,0,36.9,1207,341
1476,2,2.7,1085,567
1477,2,11.6,1988,620
1478,2,35.0,1560,514
1479,1,17.4,1430,830
1480,2,16.8,1215,118
1481,2,38.3,1205,58
1482,2,4.0,1894,693
1483,0,26.1,1308,808
1484,1,26.6,1161,477
1485,1,3.4,1211,91
1486,1,22.4,1960,688
1487,2,9.8,1989,711
1488,2,8.6,1196,364
1489,0,35.9,1034,523
1490,1,38.1,1694,857
1491,1,20.1,1352,401
1492,0,20.0,1010,645
1493,2,34.3,1911,84
1494,2,16.5,1762,590
1495,1,18.8,1820,842
1496,2,2.0,1908,846
1497,1,24.9,1731,453
1498,0,13.3,1613,758
1499,2,22.0,1283,605
1500,1,13.2,1387,719
1501,2,31.3,1903,2
1502,0,33.6,1185,79
1503,2,39.1,1226,58
1504,0,8.9,1799,818
1505,2,26.2,1613,298
1506,2,0.5,1518,836
1507,0,24.8,1990,738
1508,2,23.6,1460,468
1509,2,11.6,1282,505
1510,2,17.9,1368,53
1511,0,34.0,1008,777
1512,0,31.6,1574,240
1513,1,16.6,1744,942
1514,2,16.6,1158,417
1515,2,21.9,1223,825
1516,1,10.9,1908,173
1517,0,28.2,1506,661
1518,1,9.2,1862,278
1519,2,11.1,1297,279
1520,2,37.2,1225,698
1521,2,36.0,1596,426
1522,0,35.6,1133,510
1523,1,26.6,1742,66
1524,0,12.3,1213,717
1525,0,10.5,1471,304
1526,0,6.0,1865,963
1527,0,26.9,1560,703
1528,2,27.5,1660,497
1529,1,18.1,1031,677
1530,1,17.2,1574,63
1531,0,4.0,1033,976
1532,0,1.5,1460,194
1533,0,3.0,1484,259
1534,1,32.8,1336,21
1535,2,18.4,1980,431
1536,1,38.3,1617,164
1537,0,0.2,1916,141
1538,0,39.5,1696,747
1539,0,25.0,1633,375
1540,2,20.2,1306,19
1541,1,17.4,1644,45
1542,0,8.7,1459,220
1543,1,32.4,1036,577
1544,2,32.2,1549,186
1545,0,21.3,1296,387
1546,2,27.6,1264,194
1547,1,38.9,1167,650
1548,0,33.3,1740,662
1549,1,34.7,1925,771
1550,1,31.0,1998,180
1551,2,23.4,1205,253
1552,1,26.4,1562,735
1553,1,6.9,1453,7
1554,2,15.0,1218,6
1555,1,31.2,1903,460
1556,2,14.5,1224,106
1557,2,3.4,1145,31
1558,0,21.8,1233,306
1559,1,5.9,1187,547
1560,1,5.6,1905,490
1561,0,1.0,1015,486
1562,0,30.7,1611,367
1563,2,22.6,1910,561
1564,2,30.0,1986,39
1565,0,5.6,1822,139
1566,1,29.3,1072,105
1567,0,20.0,1829,269
1568,0,8.1,1900,250
1569,1,31.4,1394,530
1570,1,8.5,1024,720
1571,2,20.0,1072,313
1572,2,23.6,1368,74
1573,2,19.8,1525,605
1574,0,21.5,1853,169
1575,1,4.7,1246,767
1576,0,27.6,1622,148
1577,1,7.6,1280,875
1578,0,32.6,1715,818
1579,0,9.8,1532,409
1580,0,18.4,1841,780
1581,1,20.3,1428,155
1582,2,20.3,1346,770
1583,1,33.1,1016,894
1584,2,4.3,1281,359
1585,0,22.9,1888,72
1586,1,4.2,1888,662
1587,1,14.5,1197,754
1588,1,31.5,1904,67
1589,0,7.3,1570,238
1590,2,29.4,1458,536
1591,1,5.1,1222,84
1592,1,2.6,1609,763
1593,0,24.4,1752,310
1594,1,29.3,1621,791
1595,2,32.8,1299,736
1596,2,20.9,1906,975
1597,2,21.8,1384,219
1598,0,23.7,1846,452
1599,2,19.8,1869,459
1600,2,1.8,1769,132
1601,1,22.6,1371,729
1602,2,19.2,1920,276
1603,2,20.1,1640,480
1604,1,17.6,1459,690
1605,0,39.3,1151,716
1606,1,11.1,1337,303
1607,0,19.5,1560,829
1608,1,26.4,1914,876
1609,1,23.7,1035,66
1610,2,30.7,1624,807
1611,2,27.0,1632,770
1612,0,7.1,1660,726
1613,0,27.5,1718,387
1614,1,31.4,1593,211
1615,2,6.6,1442,630
1616,0,12.5,1311,409
1617,0,38.8,1669,104
1618,0,16.2,1666,619
1619,0,3.5,1724,963
1620,0,32.2,1349,795
1621,0,6.7,1651,263
1622,0,34.0,1895,597
1623,2,21.6,1181,546
1624,0,25.4,1838,184
1625,0,1.6,1482,385
1626,2,30.4,1995,112
1627,0,32.0,1272,82
1628,0,4.4,1857,315
1629,1,30.1,1188,242
1630,2,4.6,1715,68
1631,1,2.4,1773,261
1632,2,17.5,1518,208
1633,0,13.8,1253,302
1634,1,35.8,1897,882
1635,0,16.7,1725,498
1636,1,20.1,1073,510
1637,0,39.1,1675,190
1638,1,9.8,1706,661
1639,1,21.3,1083,267
1640,0,13.3,1032,182
1641,2,22.7,1509,20
1642,2,37.9,1454,326
1643,2,38.4,1392,795
1644,2,10.3,1119,161
1645,2,15.9,1526,952
1646,2,14.7,1853,540
1647,0,11.1,1435,782
1648,1,34.8,1796,627
1649,2,33.9,1334,103
1650,1,19.1,1689,935
1651,2,19.0,1474,883
1652,1,26.2,1196,360
1653,1,14.9,1247,227
1654,1,15.1,1137,851
1655,1,8.8,1278,306
1656,0,24.8,1095,755
1657,0,25.3,1446,532
1658,2,24.4,1373,455
1659,2,22.7,1990,449
1660,2,1.8,1193,762
1661,1,4.2,1210,646
1662,1,4.2,1214,824
1663,2,4.4,1138,437
1664,2,2.3,1060,213
1665,1,0.3,1494,14
1666,2,35.9,1939,928
1667,2,32.1,1816,143
1668,2,9.1,1137,109
1669,2,28.1,1091,399
1670,0,12.7,1896,272
1671,0,28.2,1860,363
1672,2,27.7,1087,641
1673,2,11.1,1514,12
1674,2,12.9,1757,955
1675,1,38.1,1625,85
1676,1,3.5,1961,774
1677,0,16.5,1646,33
1678,2,20.5,1756,821
1679,2,26.9,1807,632
1680,0,7.6,1486,937
1681,1,37.5,1376,835
1682,1,17.7,1620,722
1683,2,2.8,1005,732
1684,2,18.0,1665,879
1685,2,11.3,1585,100
1686,1,35.2,1117,201
1687,0,31.5,1817,704
1688,1,25.4,1005,216
1689,0,0.2,1321,585
1690,2,38.8,1266,406
1691,2,28.8,1536,455
1692,0,26.7,1590,521
1693,1,13.0,1969,548
1694,1,38.9,1846,938
1695,1,17.0,1889,716
1696,1,8.1,1447,368
1697,0,37.1,1351,425
1698,1,16.6,1613,506
1699,1,30.5,1592,246
1700,0,33.7,1360,939
1701,1,18.7,1250,758
1702,2,22.2,1032,521
1703,0,16.9,1138,754
1704,1,15.6,1619,893
1705,1,15.5,1862,859
1706,2,27.9,1098,73
1707,1,19.5,1358,288
1708,0,25.8,1367,361
1709,0,12.8,1579,406
1710,1,30.2,1191,626
1711,1,18.3,1757,573
1712,2,23.9,1548,967
1713,0,5.6,1993,142
1714,2,35.9,1633,873
1715,0,21.1,1615,231
1716,0,19.3,1824,589
1717,0,39.4,1292,396
1718,2,5.8,1210,645
1719,0,30.6,1221,864
1720,1,27.1,1824,786
1721,1,37.0,1339,387
1722,2,39.5,1418,465
1723,2,36.8,1120,485
1724,2,0.8,1916,523
1725,1,13.8,1851,995
1726,0,27.8,1537,289
1727,1,31.8,1191,892
1728,2,14.2,1372,132
1729,1,0.8,1912,537
1730,1,32.0,1642,638
1731,0,4.3,1824,122
1732,1,3.0,1779,296
1733,1,35.1,1479,167
1734,0,30.4,1957,468
1735,1,2.4,1011,441
1736,0,18.1,1211,649
1737,1,12.4,1609,359
1738,0,35.4,1542,804
1739,2,34.7,1334,645
1740,0,8.3,1892,960
1741,2,13.9,1276,450
1742,2,33.3,1310,477
1743,1,33.3,1270,67
1744,1,35.5,1339,427
1745,1,23.6,1744,498
1746,1,6.1,1444,468
1747,2,21.6,1148,519
1748,1,18.3,1982,465
1749,0,30.9,1463,712
1750,2,5.4,1459,200
1751,0,33.8,1715,467
1752,1,22.9,1692,375
1753,1,22.7,1163,468
1754,1,33.4,1557,657
1755,0,34.9,1265,487
1756,1,16.0,1211,763
1757,0,36.5,1960,16
1758,2,36.2,1596,605
1759,0,7.1,1916,503
1760,2,26.8,1996,125
1761,0,6.8,1295,860
1762,0,23.3,1307,650
1763,2,35.4,1558,813
1764,0,33.7,1814,628
1765,0,33.3,1104,958
1766,2,11.7,1753,394
1767,1,13.1,1779,437
1768,0,3.9,1343,235
1769,1,3.9,1161,968
1770,2,25.1,1331,16
1771,1,24.6,1117,588
1772,0,27.7,1154,381
1773,1,18.1,1151,367
1774,2,2.5,1107,471
1775,0,7.9,1004,858
1776,1,13.4,1259,411
1777,0,39.8,1723,877
1778,2,3.0,1690,815
1779,2,23.9,1364,24
1780,0,27.0,1264,249
1781,0,6.7,1593,964
1782,1,11.7,1043,537
1783,0,2.3,1698,667
1784,2,31.6,1424,688
1785,0,22.0,1099,370
1786,2,16.9,1678,416
1787,2,31.0,1628,391
1788,2,5.8,1526,51
1789,2,11.4,1639,814
1790,1,28.3,1754,310
1791,2,7.4,1070,984
1792,2,7.3,1019,82
1793,2,7.6,1120,331
1794,2,21.2,1425,919
1795,2,23.7,1195,163
1796,2,32.0,1435,196
1797,0,38.4,1701,173
1798,0,4.0,1938,583
1799,0,16.6,1103,695
1800,0,17.5,1897,411
1801,0,19.9,1126,38
1802,2,28.8,1482,931
1803,2,36.4,1196,336
1804,1,0.1,1528,612
1805,0,15.7,1114,99
1806,1,0.4,1761,877
1807,2,33.6,1140,228
1808,0,39.1,1687,165
1809,2,14.9,1643,968
1810,1,29.8,1225,895
1811,2,7.4,1443,583
1812,2,27.5,1443,349
1813,1,21.2,1402,65
1814,1,0.1,1744,718
1815,0,5.0,1786,592
1816,2,2.6,1315,134
1817,1,15.7,1176,241
1818,1,3.4,1974,154
1819,0,11.3,1840,655
1820,0,20.7,1476,630
1821,2,31.7,1847,457
1822,0,5.8,1150,747
1823,2,13.5,1873,884
1824,1,6.2,1263,469
1825,2,37.3,1549,435
1826,2,0.5,1279,543
1827,2,4.3,1259,364
1828,1,11.1,1106,834
1829,1,27.3,1523,663
1830,1,16.1,1316,967
1831,0,37.0,1279,36
1832,1,25.9,1883,998
1833,2,29.6,1254,828
1834,1,39.8,1375,939
1835,2,11.2,1360,294
1836,1,37.5,1580,27
1837,2,28.6,1077,718
1838,2,22.6,1086,763
1839,2,39.2,1828,732
1840,1,30.5,1243,561
1841,1,32.5,1845,398
1842,0,24.2,1174,575
1843,0,29.1,1419,91
1844,2,23.0,1065,407
1845,2,2.5,1710,652
1846,1,30.8,1834,261
1847,2,39.8,1659,137
1848,0,4.7,1768,14
1849,1,35.1,1282,32
1850,0,2.2,1939,597
1851,2,38.9,1209,285
1852,0,17.7,1423,668
1853,1,35.6,1995,919
1854,0,13.6,1644,372
1855,2,4.9,1614,907
1856,0,25.0,1968,883
1857,2,12.0,1708,901
1858,0,4.2,1756,747
1859,2,29.2,1545,195
1860,0,15.6,1264,321
1861,2,26.3,1351,673
1862,1,18.1,1684,806
1863,1,35.3,1933,29
1864,1,19.1,1518,138
1865,0,24.7,1967,38
1866,2,20.7,1907,285
1867,2,30.3,1340,658
1868,2,6.4,1769,263
1869,0,1.5,1468,266
1870,2,0.4,1509,940
1871,1,15.7,1064,440
1872,0,31.8,1110,374
1873,0,12.3,1936,824
1874,1,35.3,1104,819
1875,1,35.5,1812,327
1876,2,3.1,1787,194
1877,2,10.6,1433,967
1878,2,6.8,1662,409
1879,1,36.1,1512,902
1880,2,11.8,1708,370
1881,2,31.4,1879,116
1882,1,30.2,1427,243
1883,2,15.5,1497,117
1884,2,6.0,1933,343
1885,0,32.2,1175,416
1886,1,4.7,1054,107
1887,0,28.1,1823,174
1888,0,22.5,1122,39
1889,0,4.7,1069,311
1890,0,27.5,1204,920
1891,1,18.0,1498,101
1892,0,32.7,1981,833
1893,0,37.5,1870,335
1894,2,5.7,1401,402
1895,1,4.0,1423,773
1896,0,39.6,1496,334
1897,1,8.8,1367,82
1898,2,23.4,1252,5
1899,2,32.4,1783,126
1900,1,25.0,1090,112
1901,2,16.7,1005,353
1902,0,22.2,1193,467
1903,0,12.6,1062,437
1904,2,0.7,1414,778
1905,2,25.3,1550,698
1906,0,1.0,1317,384
1907,0,13.9,1531,545
1908,1,35.8,1268,95
1909,2,36.8,1530,536
1910,0,31.5,1065,358
1911,0,11.1,1001,360
1912,1,22.7,1155,56
1913,1,36.7,1175,28
1914,2,28.1,1694,992
1915,1,2.0,1531,593
1916,0,29.7,1688,345
1917,1,18.1,1141,13
1918,1,26.3,1734,639
1919,1,28.2,1218,285
1920,2,12.1,1415,769
1921,0,25.3,1114,51
1922,2,22.6,1657,282
1923,0,6.9,1528,17
1924,1,27.1,1875,316
1925,0,35.4,1654,920
1926,0,30.3,1407,790
1927,1,9.9,1673,752
1928,2,10.8,1744,80
1929,2,11.2,1524,709
1930,0,20.6,1644,993
1931,2,31.4,1724,127
1932,0,20.1,1879,685
1933,2,19.5,1452,49
1934,1,36.6,1645,573
1935,1,36.5,1521,841
1936,0,0.8,1732,18
1937,1,31.7,1342,570
1938,0,17.5,1203,943
1939,2,4.4,1131,968
1940,0,34.3,1150,813
1941,0,37.4,1380,542
1942,2,30.5,1856,26
1943,1,25.5,1441,57
1944,2,25.4,1008,270
1945,1,11.2,1563,758
1946,2,38.3,1882,102
1947,2,9.1,1076,824
1948,2,29.8,1966,392
1949,0,26.2,1535,657
1950,0,35.3,1821,191
1951,1,27.6,1358,611
1952,0,13.9,1878,496
1953,0,15.8,1724,970
1954,0,3.5,1804,774
1955,1,1.3,1122,700
1956,0,4.0,1053,550
1957,2,30.6,1018,32
1958,1,39.9,1496,556
1959,1,30.6,1399,594
1960,1,22.1,1103,129
1961,1,14.9,1876,963
1962,1,1.4,1304,997
1963,2,10.4,1721,492
1964,2,5.0,1950,58
1965,1,0.6,1775,561
1966,2,25.6,1094,317
1967,2,24.0,1990,197
1968,1,8.9,1844,855
1969,1,1.8,1425,91
1970,0,19.6,1677,413
1971,1,22.3,1655,619
1972,1,39.5,1129,239
1973,0,1.3,1016,258
1974,1,16.2,1480,378
1975,1,29.5,1471,989
1976,2,9.9,1748,744
1977,0,32.6,1581,451
1978,1,18.2,1095,41
1979,0,3.0,1216,246
1980,2,15.8,1940,778
1981,2,36.8,1685,691
1982,0,31.6,1049,44
1983,1,3.9,1365,702
1984,2,38.0,1005,735
1985,1,3.8,1899,964
1986,2,24.3,1166,759
1987,0,9.3,1091,509
1988,1,2.7,1512,73
1989,1,27.9,1587,851
1990,0,25.9,1605,238
1991,2,3.3,1860,233
1992,1,19.4,1382,316
1993,0,14.3,1789,686
1994,0,15.8,1287,315
1995,0,20.2,1021,755
1996,1,6.7,1620,687
1997,2,15.3,1129,229
1998,0,2.6,1418,960
1999,2,7.4,1794,214
2000,0,11.8,1876,50
2001,2,25.4,2578,330
2002,1,22.4,2255,424
2003,2,18.9,2536,772
2004,0,21.5,2493,406
2005,1,37.9,2805,497
2006,2,21.5,2174,30
2007,1,27.7,2972,548
2008,1,17.2,2332,929
2009,2,32.0,2785,953
2010,2,39.1,2798,172
2011,1,21.6,2938,945
2012,0,14.3,2112,398
2013,1,0.6,2208,423
2014,0,4.7,2957,480
2015,0,19.7,2487,120
2016,1,33.2,2252,269
2017,0,7.1,2613,262
2018,0,32.5,2857,785
2019,0,32.0,2258,250
2020,2,16.6,2966,573
2021,1,36.2,2184,356
2022,0,7.1,2630,357
2023,2,39.5,2868,969
2024,2,38.7,2350,135
2025,0,29.2,2103,644
2026,2,14.3,2677,615
2027,0,4.6,2172,571
2028,2,10.3,2962,682
2029,0,30.4,2661,34
2030,2,4.9,2064,555
2031,2,2.3,2427,441
2032,0,31.7,2319,54
2033,2,35.7,2523,533
2034,1,31.1,2774,129
2035,1,31.1,2488,576
2036,1,26.0,2545,692
2037,0,16.6,2856,926
2038,1,39.3,2626,680
2039,1,2.1,2498,605
2040,0,9.4,2628,556
2041,1,33.0,2223,647
2042,0,18.0,2157,118
2043,2,11.4,2336,695
2044,2,5.5,2736,392
2045,0,31.7,2770,902
2046,0,22.5,2616,359
2047,1,2.2,2176,230
2048,0,26.9,2865,678
2049,1,9.0,2925,192
2050,2,17.0,2392,618
2051,2,13.7,2667,557
2052,0,19.3,2558,911
2053,1,14.3,2169,423
2054,1,11.2,2117,567
2055,1,38.9,2851,347
2056,2,1.9,2539,732
2057,1,30.8,2901,793
2058,1,19.6,2565,384
2059,1,13.8,2971,561
2060,1,22.7,2530,867
2061,1,6.3,2137,327
2062,0,33.2,2086,652
2063,2,20.0,2672,225
2064,2,18.0,2649,914
2065,1,17.4,2732,94
2066,2,5.1,2344,452
2067,1,30.0,2626,925
2068,2,8.9,2840,402
2069,1,20.2,2639,191
2070,0,11.6,3000,667
2071,1,27.8,2322,388
2072,1,11.8,2448,892
2073,1,12.9,2837,968
2074,1,8.2,2210,982
2075,2,2.3,2516,988
2076,0,8.8,2913,152
2077,1,2.1,2662,785
2078,0,27.5,2261,728
2079,1,38.3,2427,874
2080,2,2.2,2441,298
2081,0,35.6,2547,754
2082,1,22.2,2603,243
2083,1,33.8,2441,930
2084,0,14.6,2187,767
2085,2,13.1,2163,767
2086,0,35.6,2787,196
2087,2,7.0,2333,251
2088,2,10.9,2790,548
2089,0,32.6,2114,981
2090,1,11.4,2713,92
2091,1,23.0,2547,371
2092,2,4.7,2092,506
2093,0,14.3,2272,291
2094,1,33.9,2000,655
2095,2,6.4,2752,124
2096,2,6.7,2829,807
2097,2,0.9,2496,501
2098,0,19.4,2988,579
2099,0,33.2,2711,789
2100,2,1.1,2802,902
2101,0,7.6,2733,228
2102,0,39.8,2925,363
2103,1,28.0,2138,640
2104,0,33.5,2451,261
2105,1,13.9,2305,71
2106,0,1.0,2915,776
2107,0,21.8,2920,347
2108,1,8.2,2460,411
2109,1,31.5,2102,437
2110,1,0.3,2173,423
2111,2,28.0,2046,489
2112,0,26.6,2907,195
2113,1,18.3,2441,517
2114,2,23.9,2048,241
2115,0,2.6,2748,697
2116,1,38.7,2161,593
2117,1,14.6,2307,218
2118,2,13.9,2543,141
2119,0,1.6,2376,308
2120,0,10.1,2973,628
2121,2,25.2,2564,858
2122,1,24.7,2776,714
2123,2,16.4,2947,658
2124,2,33.2,2846,602
2125,1,6.7,2347,832
2126,2,10.0,2301,341
2127,1,15.0,2746,891
2128,0,36.7,2244,563
2129,0,15.9,2739,799
2130,1,8.8,2540,146
2131,2,5.9,2507,620
2132,0,2.9,2901,725
2133,1,4.5,2217,728
2134,0,32.9,2326,221
2135,1,10.9,2885,525
2136,1,22.1,2807,581
2137,0,2.9,2470,331
