ticket_id,client_id,flight_id,class,luggage_weight,price
25532,1911,721,0,2.33,127.2
25533,6415,698,1,12.05,2510.64
25534,8879,1999,1,13.54,172.44
25535,9352,371,1,22.76,152.64
25536,5529,784,1,6.15,123.84
25537,4083,1461,2,31.37,215.55
25538,6387,938,1,31.27,426.6
25539,974,1206,1,30.88,167.04
25540,1207,1283,1,21.72,2104.2
25541,7234,1103,2,39.26,2862.9
25542,5897,1922,1,16.39,345.24
25543,9341,83,0,19.16,2057.1
25544,1168,1858,1,24.03,426.6
25545,2342,1386,2,0.59,3138.3
25546,4924,1047,0,16.74,139.2
25547,6206,140,2,25.82,2862.9
25548,3439,563,2,39.45,4309.2
25549,6073,1290,0,27.25,404.7
25550,8446,860,2,13.58,652.95
25551,9468,447,0,17.95,2057.1
25552,8403,1468,2,7.8,593.1
25553,9163,73,0,22.36,2069.1
25554,6229,1193,2,0.34,652.95
25555,5711,185,2,10.57,215.55
25556,8934,1747,0,25.13,2092.2
25557,5114,756,0,25.74,3259.2
25558,9601,569,2,27.77,154.8
25559,1818,6,2,4.0,190.8
25560,7958,22,0,16.65,77.7
25561,9809,67,1,29.25,152.64
25562,8679,1526,2,8.68,3088.8
25563,728,1844,1,0.9,2789.64
25564,595,1812,0,5.26,404.7
25565,2890,1341,2,3.28,4019.85
25566,3206,1208,0,38.67,263.7
25567,2855,1281,0,6.25,287.7
25568,4857,1886,0,29.4,155.4
25569,1791,1376,2,5.99,515.7
25570,4964,737,1,7.45,3215.88
25571,1938,688,1,14.01,2397.6
25572,960,1573,0,38.92,2804.7
25573,1021,203,1,5.2,474.48
25574,3651,201,0,7.38,1753.5
25575,7695,31,1,39.2,3654.72
25576,4591,1037,1,13.71,3365.64
25577,8590,1865,1,0.48,397.8
25578,8785,1436,0,22.09,404.7
25579,9431,59,1,9.28,2104.2
25580,4964,1481,0,38.86,2679.9
25581,4909,821,2,27.22,233.1
25582,8717,1181,1,21.21,335.88
25583,332,53,2,25.54,287.55
25584,506,109,0,27.56,155.4
25585,1381,743,2,17.87,3085.65
25586,4518,1737,2,17.38,331.65
25587,1106,1020,1,29.76,474.48
25588,5039,870,2,32.21,4888.8
25589,7309,123,0,12.9,2804.7
25590,9310,1044,0,14.2,2578.5
25591,641,1869,2,29.69,2997.0
25592,2301,104,1,3.9,335.88
25593,2047,1641,1,1.24,3184.56
25594,5666,798,2,19.34,233.1
25595,738,142,0,5.78,2919.0
25596,3032,434,1,34.16,381.24
25597,3494,304,1,35.98,3365.64
25598,9624,1536,1,10.57,426.6
25599,752,439,1,14.45,3447.36
25600,7630,475,2,26.13,4443.3
25601,6176,869,0,27.17,395.4
25602,6870,1926,0,28.43,2127.9
25603,43,959,2,14.6,3487.05
25604,2998,448,0,28.37,1863.3
25605,4778,964,0,27.15,343.8
25606,5386,423,1,12.92,522.36
25607,6708,1669,1,19.44,3215.88
25608,7409,1748,1,24.41,93.24
25609,1758,940,0,15.93,103.2
25610,5912,639,0,36.77,143.7
25611,7604,481,0,30.98,127.2
25612,7262,1705,2,22.74,4378.5
25613,5321,1013,1,23.0,426.6
25614,1195,1308,0,21.06,221.1
25615,6077,536,0,18.02,77.7
25616,9363,481,0,34.49,127.2
25617,6024,313,1,4.42,172.44
25618,1508,730,2,34.05,607.05
25619,8323,1830,2,17.17,215.55
25620,5555,257,0,29.44,435.3
25621,2585,454,1,19.1,522.36
25622,168,536,2,37.3,116.55
25623,8545,405,2,11.47,497.25
25624,1109,238,1,39.22,3184.56
25625,8525,518,1,0.73,2720.16
25626,3030,1494,0,3.08,287.7
25627,2370,1849,0,36.4,267.3
25628,9994,193,1,21.46,2008.08
25629,5301,654,0,35.41,2653.8
25630,564,584,1,23.83,320.76
25631,6731,446,0,25.36,2804.7
25632,2320,1105,0,2.71,395.4
25633,3507,1074,1,17.76,3447.36
25634,5246,1097,0,38.39,435.3
25635,3315,131,0,12.06,155.4
25636,5695,911,2,5.35,400.95
25637,7342,807,1,23.95,485.64
25638,8545,1980,1,14.39,397.8
25639,9836,1469,1,18.12,3502.8
25640,9476,309,0,28.43,435.3
25641,790,1664,0,4.87,2679.9
25642,602,1822,2,18.05,4568.4
25643,4010,763,2,16.77,395.55
25644,8828,487,0,39.84,2057.1
25645,6822,1591,1,9.76,230.04
25646,5256,1221,2,25.82,395.55
25647,3452,263,2,5.57,607.05
25648,3378,186,0,18.32,410.4
25649,4795,775,1,28.21,186.48
25650,1689,1871,2,12.43,3384.9
25651,7231,1310,2,9.56,154.8
25652,2930,1116,1,8.6,167.04
25653,8010,15,0,24.55,395.4
25654,9467,1246,2,6.17,3384.9
25655,4362,875,2,34.98,593.1
25656,7060,1679,2,34.67,2630.25
25657,3362,148,0,33.15,2057.1
25658,5881,620,2,10.95,190.8
25659,6445,1908,0,4.1,2324.7
25660,715,928,0,17.83,2872.8
25661,8577,311,0,1.08,267.3
25662,8411,780,0,39.96,77.7
25663,7365,672,2,12.87,400.95
25664,5534,12,2,17.23,2997.0
25665,3750,330,2,37.77,607.05
25666,4478,1955,1,18.96,167.04
25667,25,1832,2,0.83,3487.05
25668,6997,734,0,31.72,331.5
25669,8563,655,0,4.77,430.2
25670,3210,920,2,25.66,2877.3
25671,722,987,1,22.37,436.32
25672,8886,1260,0,26.16,1998.0
25673,4839,1709,1,27.93,2553.48
25674,4246,1748,1,10.4,93.24
25675,9864,1975,1,26.34,3554.64
25676,1262,1903,0,7.1,1673.4
25677,372,1501,1,38.49,516.24
25678,4971,668,2,35.99,4207.05
25679,2874,1551,2,35.11,615.6
25680,9001,1079,0,2.35,2679.9
25681,9472,214,2,17.02,4568.4
25682,2572,480,2,16.67,215.55
25683,3070,693,0,29.1,2069.1
25684,5397,1512,1,20.59,412.56
25685,2788,572,0,32.13,2092.2
25686,8074,1351,1,37.91,3184.56
25687,9385,121,2,29.9,2630.25
25688,9009,1797,1,27.97,2553.48
25689,7382,1167,2,26.84,652.95
25690,5658,901,0,26.71,1673.4
25691,8660,1810,2,30.82,2862.9
25692,1680,304,2,0.23,4207.05
25693,6941,750,1,28.45,93.24
25694,1972,741,2,14.88,3384.9
25695,9397,1867,2,22.8,645.3
25696,6692,689,1,0.63,345.24
25697,4702,902,2,18.03,652.95
25698,5958,1950,0,3.33,2962.2
25699,6178,307,2,35.19,4378.5
25700,3760,1516,1,35.32,186.48
25701,4675,580,0,17.24,2059.2
25702,4470,776,2,4.29,287.55
25703,512,1400,0,17.62,404.7
25704,8098,503,2,6.95,154.8
25705,8847,1456,2,35.75,2510.1
25706,4959,77,2,15.55,190.8
25707,5211,553,0,10.71,355.5
25708,7205,1319,2,5.4,645.3
25709,6437,1565,0,37.5,143.7
25710,5838,434,2,23.48,476.55
25711,1619,1338,2,13.68,615.6
25712,8646,162,1,10.51,397.8
25713,3183,1795,0,25.56,2256.6
25714,5098,367,2,38.83,395.55
25715,9703,1435,2,9.15,645.3
25716,7268,279,2,3.48,4019.85
25717,8253,1351,1,28.3,3184.56
25718,3663,1065,2,25.08,431.55
25719,3754,1054,0,17.25,2256.6
25720,3926,906,0,34.4,77.7
25721,9294,1124,2,30.19,4378.5
25722,2087,658,2,12.82,497.25
25723,7900,399,0,37.67,2804.7
25724,1719,1157,1,26.03,167.04
25725,7350,88,1,2.05,2482.92
25726,4253,1600,0,23.96,143.7
25727,8462,1027,2,13.23,208.8
25728,3385,584,2,35.24,400.95
25729,9220,1125,1,29.77,3215.88
25730,5680,1988,1,4.61,172.44
25731,1031,533,0,10.7,2057.1
25732,2942,1651,1,3.6,3447.36
25733,5958,807,1,20.36,485.64
25734,3446,118,0,21.93,2059.2
25735,5158,1954,1,15.71,320.76
25736,1496,98,0,9.22,3045.6
25737,7298,533,1,38.1,2468.52
25738,4532,544,1,16.47,2290.32
25739,519,1764,2,26.55,3088.8
25740,7722,458,0,32.25,2256.6
25741,5741,1676,2,19.93,4568.4
25742,2656,1676,0,25.37,3045.6
25743,1648,1711,1,16.94,522.36
25744,9177,1213,0,8.64,139.2
25745,5864,656,1,22.23,2468.52
25746,2066,1853,1,24.85,492.48
25747,3035,367,1,13.06,316.44
25748,6523,1886,1,7.08,186.48
25749,8827,1249,2,2.64,2510.1
25750,2156,1428,0,14.76,343.8
25751,5018,281,0,20.48,2578.5
25752,5120,461,0,30.71,2679.9
25753,1584,736,2,25.27,497.25
25754,2829,918,2,25.97,4378.5
25755,2444,306,1,0.18,2301.84
25756,6667,989,2,8.16,4443.3
25757,9918,192,2,6.43,3103.65
25758,5086,1982,0,24.71,2127.9
25759,5803,48,1,21.83,3911.04
25760,576,819,1,12.99,436.32
25761,8289,1245,0,1.48,2069.1
25762,8811,520,1,14.05,335.88
25763,6236,1399,2,2.0,652.95
25764,1386,1696,1,21.93,2707.92
25765,5612,1348,2,36.15,3980.7
25766,865,1961,0,15.72,2069.1
25767,859,1814,2,21.38,645.3
25768,4498,947,0,33.25,2919.0
25769,4477,1227,2,3.17,497.25
25770,1354,119,0,20.21,1998.0
25771,7817,1609,1,19.3,2471.04
25772,7964,1709,1,33.89,2553.48
25773,4102,410,2,28.11,4568.4
25774,2695,335,1,19.1,2510.64
25775,5895,218,2,36.5,2794.95
25776,2309,1464,0,3.34,2057.1
25777,1964,1205,0,8.62,1753.5
25778,9102,681,2,8.88,3867.75
25779,8922,1146,2,13.45,533.25
25780,2268,1350,0,35.01,2919.0
25781,7206,317,2,13.74,515.7
25782,8866,750,0,21.89,77.7
25783,2633,1884,2,7.82,3867.75
25784,4932,324,1,23.78,2008.08
25785,7878,1451,0,21.35,2578.5
25786,9611,488,1,23.46,485.64
25787,4625,403,2,9.63,3384.9
25788,7370,764,1,24.67,2008.08
25789,8567,961,1,37.44,345.24
25790,1076,888,1,38.45,3911.04
25791,4576,684,0,22.82,2324.7
25792,2420,642,0,6.61,1908.6
25793,2519,231,2,26.75,2997.0
25794,5128,1095,1,13.76,485.64
25795,4437,295,2,39.46,3487.05
25796,7701,1918,0,30.57,343.8
25797,7779,72,0,35.87,410.4
25798,1832,567,2,32.69,615.6
25799,9802,1767,0,26.3,2127.9
25800,1403,1884,1,15.75,3094.2
25801,5063,378,1,29.07,123.84
25802,7908,767,2,10.26,419.85
25803,1552,1009,2,29.75,4378.5
25804,2573,1699,2,33.08,208.8
25805,8528,1596,0,27.81,2962.2
25806,2723,970,0,7.66,2069.1
25807,9941,374,0,29.6,2962.2
25808,1681,1153,0,29.63,1753.5
25809,3996,77,2,24.43,190.8
25810,7833,830,2,14.3,2877.3
25811,7978,41,2,32.13,215.55
25812,367,1528,0,37.68,155.4
25813,2501,1410,0,30.74,2324.7
25814,1224,1698,0,6.2,2962.2
25815,6318,641,1,13.62,2008.08
25816,358,1313,0,33.83,2653.8
25817,1097,876,2,31.51,2862.9
25818,7021,1511,1,0.74,3554.64
25819,3269,135,2,32.38,2997.0
25820,3931,1537,0,1.75,2653.8
25821,3716,179,2,24.22,233.1
25822,3995,24,1,35.3,3215.88
25823,4017,302,1,15.15,2553.48
25824,3007,540,1,19.29,230.04
25825,9622,15,1,35.3,474.48
25826,6673,1862,1,13.84,3911.04
25827,8256,1721,0,9.88,435.3
25828,9414,1058,1,10.36,345.24
25829,374,411,2,19.29,4568.4
25830,1418,183,1,14.28,3911.04
25831,5972,536,2,38.63,116.55
25832,4668,507,2,37.94,4888.8
25833,1423,1107,2,5.96,4888.8
25834,3584,488,2,24.75,607.05
25835,3019,515,0,30.26,404.7
25836,1446,185,2,23.87,215.55
25837,2092,404,1,18.17,123.84
25838,4026,1217,2,7.53,287.55
25839,1599,861,1,12.43,381.24
25840,3653,196,0,28.84,1863.3
25841,9432,1558,0,12.37,410.4
25842,9564,1208,0,6.68,263.7
25843,164,1642,2,33.46,545.4
25844,2319,952,0,5.71,2057.1
25845,5202,1707,1,19.04,3184.56
25846,8488,1427,2,10.19,607.05
25847,3251,1658,0,36.04,221.1
25848,9668,1043,2,30.59,615.6
25849,9929,1920,2,28.97,3103.65
25850,2589,491,1,13.36,2008.08
25851,3767,518,0,23.22,2266.8
25852,9270,1379,2,15.14,431.55
25853,8027,334,2,2.75,497.25
25854,4782,803,0,24.78,103.2
25855,4561,1910,0,12.27,3045.6
25856,4404,607,0,25.34,267.3
25857,7763,776,2,23.1,287.55
25858,8752,392,0,9.86,103.2
25859,802,1338,2,29.52,615.6
25860,7545,1938,2,33.04,116.55
25861,2516,377,0,27.47,279.9
25862,8071,1411,2,37.16,2510.1
25863,5249,1375,1,16.51,381.24
25864,4418,1008,2,8.97,190.8
25865,3324,1358,0,23.69,279.9
25866,6678,1025,0,18.62,3045.6
25867,4463,1911,0,26.34,343.8
25868,2283,945,0,4.24,155.4
25869,3654,1365,0,16.23,2653.8
25870,7723,1844,0,21.59,2324.7
25871,5195,380,2,0.54,233.1
25872,9352,1118,1,7.0,397.8
25873,1724,97,1,21.74,3654.72
25874,305,582,0,28.75,2679.9
25875,2819,1137,1,13.94,2104.2
25876,1633,1492,2,13.35,400.95
25877,1326,267,1,3.53,2720.16
25878,2945,503,2,34.95,154.8
25879,2689,241,0,1.26,2804.7
25880,4891,426,2,37.98,4207.05
25881,2072,131,2,32.71,233.1
25882,5838,1861,2,26.03,400.95
25883,1343,434,1,6.45,381.24
25884,4874,1797,1,3.77,2553.48
25885,3249,1369,1,21.81,485.64
25886,2637,1022,0,19.49,2324.7
25887,3394,1064,2,29.88,533.25
25888,2232,863,2,5.27,2862.9
25889,9913,779,2,12.06,3088.8
25890,5308,245,0,32.91,287.7
25891,1556,691,0,7.26,287.7
25892,4063,151,1,24.86,397.8
25893,8909,47,2,34.59,3487.05
25894,1668,331,1,35.87,2468.52
25895,7254,1678,1,18.23,2720.16
25896,8961,139,2,38.24,400.95
25897,8147,52,0,11.49,267.3
25898,702,69,0,39.45,331.5
25899,8938,824,1,8.76,3447.36
25900,6549,1331,1,35.94,3215.88
25901,881,469,1,2.77,123.84
25902,2591,635,0,11.89,1998.0
25903,4498,1107,0,5.35,3259.2
25904,696,1500,1,20.91,3094.2
25905,3576,1880,0,11.77,155.4
25906,6318,1728,1,38.71,2510.64
25907,5663,267,2,2.22,3400.2
25908,4841,752,1,26.63,167.04
25909,6208,952,2,13.93,3085.65
25910,7296,923,0,6.68,404.7
25911,7781,552,2,23.25,3487.05
25912,4421,1895,0,38.55,1918.2
25913,2068,802,0,31.01,395.4
25914,5152,732,1,11.39,492.48
25915,3637,1311,0,30.4,77.7
25916,8809,213,2,17.74,476.55
25917,4815,423,0,33.63,435.3
25918,3748,30,2,23.94,4019.85
25919,8536,832,2,17.4,3867.75
25920,9988,291,1,20.87,2789.64
25921,8464,1712,1,12.33,3554.64
25922,9472,1569,1,18.15,230.04
25923,8735,273,1,12.88,2707.92
25924,5129,730,1,36.76,485.64
25925,9051,401,1,12.22,2104.2
25926,6726,1973,2,18.45,3138.3
25927,2084,1922,0,15.39,287.7
25928,3251,1843,1,17.42,2104.2
25929,1554,337,2,2.77,545.4
25930,5230,1641,1,18.89,3184.56
25931,5509,9,1,27.87,2510.64
25932,8678,797,1,5.66,3215.88
25933,3274,1990,1,7.16,516.24
25934,4009,1841,1,37.13,522.36
25935,6824,994,1,34.44,2301.84
25936,7590,112,2,6.36,615.6
25937,2082,1244,2,38.66,2862.9
25938,4629,1000,1,11.59,516.24
25939,2181,1303,1,1.66,265.32
25940,2981,1071,1,26.42,2397.6
25941,4922,176,2,7.09,3980.7
25942,8198,297,0,19.87,267.3
25943,6200,1162,0,22.01,2057.1
25944,5093,1449,2,33.55,2862.9
25945,5534,817,0,27.54,155.4
25946,7312,383,0,31.29,404.7
25947,3212,1774,2,31.34,3867.75
25948,9752,1285,0,14.42,2057.1
25949,9172,1339,0,14.33,3045.6
25950,8786,1820,1,25.45,123.84
25951,1942,751,1,15.51,172.44
25952,2928,1412,1,38.42,397.8
25953,374,194,2,25.38,4378.5
25954,8453,1313,0,7.71,2653.8
25955,5575,1762,1,9.32,3365.64
25956,6980,1143,2,15.83,215.55
25957,676,1748,1,7.48,93.24
25958,3351,1001,2,37.76,4207.05
25959,3041,1715,0,31.4,3045.6
25960,7921,1732,2,16.67,116.55
25961,2894,1497,0,33.6,331.5
25962,8424,1544,2,32.51,3980.7
25963,4550,1613,0,11.61,1918.2
25964,8269,609,1,28.01,167.04
25965,8590,1926,0,13.25,2127.9
25966,1172,25,2,36.78,3191.85
25967,8018,935,0,5.13,1753.5
25968,8032,7,2,16.5,2877.3
25969,7790,1660,2,27.97,233.1
25970,759,1129,0,17.61,2059.2
25971,8399,904,2,11.05,3138.3
25972,3313,1594,1,17.61,167.04
25973,7841,280,1,18.34,2397.6
25974,126,1130,2,16.09,287.55
25975,7644,23,2,23.72,395.55
25976,464,1220,0,6.34,2653.8
25977,2662,1795,2,26.38,3384.9
25978,1850,1593,2,22.71,3085.65
25979,5946,1084,2,0.24,4019.85
25980,2509,171,1,6.99,2482.92
25981,9479,572,2,36.34,3138.3
25982,187,403,2,8.16,3384.9
25983,2906,216,0,39.07,410.4
25984,7461,204,2,27.33,233.1
25985,5569,1672,1,5.85,485.64
25986,567,1935,2,16.09,431.55
25987,8942,329,1,36.68,172.44
25988,1360,26,0,12.13,2919.0
25989,8108,1701,0,20.09,317.7
25990,8600,417,2,24.7,3980.7
25991,6273,515,1,22.5,485.64
25992,7977,1198,1,14.08,2008.08
25993,7278,39,0,9.88,343.8
25994,3831,1348,0,1.93,2653.8
25995,4371,71,2,28.28,2877.3
25996,4042,1098,1,26.21,3365.64
25997,2318,981,0,17.36,155.4
25998,6699,1747,1,26.62,2510.64
25999,5800,1645,1,22.22,3215.88
26000,8745,1112,1,5.23,412.56
26001,1950,1104,2,4.09,3191.85
26002,4209,633,2,26.49,3384.9
26003,5414,949,0,12.7,2266.8
26004,2085,1860,0,10.42,355.5
26005,9307,1032,0,26.56,1863.3
26006,859,719,2,21.47,645.3
26007,2365,1393,0,23.95,343.8
26008,8254,735,0,35.45,2324.7
26009,6445,850,1,16.06,474.48
26010,4072,1223,1,26.98,2468.52
26011,1640,1386,0,29.93,2092.2
26012,86,130,1,30.17,485.64
26013,3147,158,2,33.68,545.4
26014,61,492,1,14.97,3911.04
26015,8737,1045,0,6.91,143.7
26016,1993,1711,0,0.79,435.3
26017,857,1583,1,5.62,2290.32
26018,9336,825,0,30.42,435.3
26019,9689,1078,2,16.61,607.05
26020,9976,423,1,35.48,522.36
26021,9700,643,1,36.07,3502.8
26022,3801,1294,2,10.35,2794.95
26023,1367,1049,0,25.93,2324.7
26024,1534,1577,2,34.01,2794.95
26025,1408,1656,1,34.3,3554.64
26026,589,1298,2,29.71,3103.65
26027,2889,443,2,11.36,2877.3
26028,1952,1,1,20.8,186.48
26029,5308,1310,1,32.68,123.84
26030,5117,110,2,7.09,2510.1
26031,4455,1227,2,4.85,497.25
26032,8526,1643,0,18.04,1918.2
26033,7589,851,1,7.85,2553.48
26034,590,486,2,38.67,645.3
26035,642,184,0,7.77,363.6
26036,676,23,1,37.33,316.44
26037,1181,936,0,33.92,355.5
26038,4306,1547,0,11.15,2962.2
26039,4223,77,2,21.31,190.8
26040,6543,1044,0,31.11,2578.5
26041,5940,1764,0,32.85,2059.2
26042,5932,896,1,29.15,3654.72
26043,3287,185,2,22.89,215.55
26044,6596,1135,2,25.04,154.8
26045,1865,307,1,3.92,3502.8
26046,1520,1829,2,11.18,533.25
26047,5688,1249,2,0.2,2510.1
26048,3203,487,0,7.88,2057.1
26049,5638,1587,0,26.35,155.4
26050,2103,1882,2,7.52,3400.2
26051,6749,532,0,4.86,343.8
26052,698,410,0,12.02,3045.6
26053,4873,1990,2,7.78,645.3
26054,5874,738,1,9.96,381.24
26055,3797,431,0,2.06,77.7
26056,9280,1927,2,37.44,4378.5
26057,5130,1503,0,23.1,2804.7
26058,2125,117,0,6.37,2653.8
26059,9254,337,2,36.32,545.4
26060,5790,727,2,17.52,2997.0
26061,9148,154,0,10.48,395.4
26062,1972,1506,1,14.21,522.36
26063,8576,363,2,33.56,515.7
26064,8027,1928,2,30.61,4888.8
26065,834,1909,1,5.81,123.84
26066,3011,1597,2,0.7,4568.4
26067,3315,1590,2,11.31,400.95
26068,6349,2,2,36.22,400.95
26069,9839,360,1,5.17,2553.48
26070,3795,405,0,36.49,331.5
26071,7677,1184,1,22.8,522.36
26072,2989,1550,1,33.32,320.76
26073,5382,1578,2,12.49,4568.4
26074,9219,661,0,17.26,1863.3
26075,3590,464,2,24.67,593.1
26076,5595,432,2,21.99,287.55
26077,7156,1641,1,16.99,3184.56
26078,6940,1280,1,5.76,2301.84
26079,7737,1413,0,32.4,2679.9
26080,1626,1316,0,36.92,267.3
26081,4345,1977,1,18.86,345.24
26082,366,140,2,9.31,2862.9
26083,7440,518,2,26.71,3400.2
26084,426,643,0,5.11,2919.0
26085,2597,1559,1,1.68,485.64
26086,454,1148,2,31.41,4019.85
26087,2282,1772,1,13.49,412.56
26088,2028,794,1,5.49,2789.64
26089,1467,1210,1,29.85,2301.84
26090,5963,389,1,26.32,320.76
26091,8724,1980,2,25.12,497.25
26092,388,661,2,16.52,2794.95
26093,1401,1176,2,10.5,3088.8
26094,9438,630,0,29.23,2872.8
26095,9719,1632,2,16.91,3138.3
26096,4971,431,1,17.03,93.24
26097,7058,463,0,31.55,2324.7
26098,266,576,0,36.89,2059.2
26099,4520,483,2,29.24,2997.0
26100,4914,1853,2,21.7,615.6
26101,8384,1893,1,12.62,381.24
26102,569,72,0,13.98,410.4
26103,1489,613,0,17.83,267.3
26104,9067,1402,0,15.09,430.2
26105,4898,1744,2,36.75,3138.3
26106,6839,1019,1,2.26,123.84
26107,1406,414,0,34.14,2872.8
26108,6490,1650,1,22.64,485.64
26109,5778,1682,0,28.84,343.8
26110,3522,75,0,16.58,2057.1
26111,3537,305,2,3.54,515.7
26112,8578,1461,0,18.37,143.7
26113,5623,1341,2,22.79,4019.85
26114,8649,216,2,20.52,615.6
26115,1679,1064,0,28.59,355.5
26116,138,1386,1,18.09,2510.64
26117,7769,289,1,34.13,345.24
26118,2463,574,2,15.47,533.25
26119,9806,1913,1,32.04,3215.88
26120,3853,921,0,20.92,139.2
26121,111,442,2,35.89,2794.95
26122,6461,1764,0,6.32,2059.2
26123,3151,1347,0,3.4,2069.1
26124,6286,1887,1,21.22,3215.88
26125,3421,87,2,7.28,593.1
26126,3653,745,2,29.03,2997.0
26127,8661,161,0,20.02,103.2
26128,6169,1794,2,21.07,4207.05
26129,9585,643,0,22.3,2919.0
26130,533,1251,1,5.84,320.76
26131,3546,666,0,27.5,279.9
26132,1658,229,0,4.7,2679.9
26133,6221,974,2,35.97,2510.1
26134,791,779,0,8.0,2059.2
26135,3080,1833,1,22.31,2482.92
26136,9039,612,0,1.51,77.7
26137,9376,1457,1,35.03,426.6
26138,2042,831,1,19.51,3447.36
26139,4974,93,2,25.71,400.95
26140,5508,1287,0,21.45,1863.3
26141,9595,1031,2,13.58,431.55
26142,9633,1548,0,2.23,2059.2
26143,7289,956,2,34.38,400.95
26144,9973,1282,1,3.95,3502.8
26145,2430,1816,1,12.39,345.24
26146,6232,690,2,4.15,2997.0
26147,3460,1837,2,15.0,4443.3
26148,1953,1959,2,10.99,607.05
26149,3834,1108,0,18.75,410.4
26150,3758,886,2,34.08,2862.9
26151,7901,1887,0,0.2,2679.9
26152,8172,251,1,5.71,2510.64
26153,8970,450,2,2.8,4207.05
26154,3494,1496,2,34.09,4019.85
26155,8564,1251,2,35.15,400.95
26156,8441,1608,0,9.54,2872.8
26157,6926,837,1,31.65,316.44
26158,7860,834,1,12.33,93.24
26159,3489,1372,1,25.87,2482.92
26160,5303,808,1,29.0,3554.64
26161,3395,1389,1,21.73,2290.32
26162,6203,346,1,17.71,436.32
26163,4569,375,1,33.34,172.44
26164,4323,150,2,6.41,652.95
26165,417,1333,1,27.34,2235.96
26166,7882,804,2,33.31,2510.1
26167,4909,1721,0,13.65,435.3
26168,2785,1658,1,34.65,265.32
26169,9173,1706,1,25.27,186.48
26170,4262,19,2,5.5,3085.65
26171,2446,398,0,23.05,2679.9
26172,5700,1556,2,21.82,3980.7
26173,7461,1124,0,16.46,2919.0
26174,2995,1664,1,6.67,3215.88
26175,3510,601,0,22.06,2256.6
26176,389,1751,1,20.38,3447.36
26177,7658,755,2,8.62,545.4
26178,2848,1665,2,18.15,4207.05
26179,4966,723,0,15.16,77.7
26180,5770,1543,2,11.73,545.4
26181,697,1174,2,6.11,2997.0
26182,9147,1795,1,3.48,2707.92
26183,6542,1599,2,19.2,400.95
26184,4578,1968,0,31.59,410.4
26185,7576,953,2,14.3,2794.95
26186,2584,585,1,8.7,381.24
26187,7032,1577,1,27.86,2235.96
26188,8754,1125,0,32.73,2679.9
26189,406,634,2,32.33,545.4
26190,3692,1953,0,37.79,1863.3
26191,8478,399,0,8.14,2804.7
26192,2916,1466,0,13.47,143.7
26193,6976,607,2,6.04,400.95
26194,7158,848,2,13.32,3085.65
26195,992,396,2,11.71,4568.4
26196,7053,1407,0,6.76,155.4
26197,9825,351,1,11.74,412.56
26198,4186,1211,0,13.45,77.7
26199,2623,1785,2,39.03,215.55
26200,8527,1283,0,37.35,1753.5
26201,551,1535,2,39.83,3191.85
26202,4416,1441,0,7.34,410.4
26203,8612,1931,2,7.11,593.1
26204,1435,1273,2,19.61,233.1
26205,9546,572,1,11.37,2510.64
26206,6701,812,1,6.14,3654.72
26207,1932,1201,0,10.4,1673.4
26208,1419,1277,0,34.01,2057.1
26209,1124,1107,1,35.47,3911.04
26210,9582,842,1,39.85,412.56
26211,8620,1422,0,4.35,3045.6
26212,3230,205,0,4.46,331.5
26213,3398,1318,0,38.69,139.2
26214,6740,982,1,2.38,3554.64
26215,5151,829,2,0.35,3138.3
26216,6176,1866,2,24.83,533.25
26217,348,436,2,19.16,116.55
26218,2327,615,0,22.15,430.2
26219,4400,1198,2,27.43,2510.1
26220,4092,212,2,29.36,4019.85
26221,5119,215,0,11.7,2057.1
26222,6109,872,0,13.59,2578.5
26223,4909,1818,1,2.71,335.88
26224,3069,1879,0,35.71,2804.7
26225,5327,1145,2,34.26,2997.0
26226,2648,861,0,30.35,317.7
26227,5127,35,2,28.89,593.1
26228,8927,1719,0,2.05,363.6
26229,5020,273,2,1.58,3384.9
26230,2837,1380,1,33.76,516.24
26231,9452,161,2,38.9,154.8
26232,4274,636,2,37.05,3191.85
26233,6769,1505,0,16.05,355.5
26234,5711,1236,1,18.48,230.04
26235,8925,20,0,36.96,2059.2
26236,3013,1633,1,13.19,123.84
26237,7756,1093,2,14.14,3138.3
26238,2877,688,0,14.77,1998.0
26239,8104,1497,1,28.42,397.8
26240,2494,797,0,33.76,2679.9
26241,2618,1334,0,4.88,2057.1
26242,3906,768,0,29.33,143.7
26243,7837,203,0,27.36,395.4
26244,8737,1487,1,15.88,3215.88
26245,7226,564,0,13.63,2256.6
26246,4548,1006,2,22.13,2630.25
26247,2663,1530,2,2.31,395.55
26248,3482,83,1,11.65,2468.52
26249,6802,610,1,22.73,3215.88
26250,3896,973,1,21.04,2301.84
26251,8015,1151,1,39.0,522.36
26252,6098,1899,2,29.22,419.85
26253,8171,169,2,22.65,2997.0
26254,2015,780,2,32.44,116.55
26255,374,1443,1,38.32,2290.32
26256,4531,1646,0,22.08,404.7
26257,7245,1922,0,25.95,287.7
26258,8556,698,1,39.9,2510.64
26259,1460,967,2,13.15,208.8
26260,6040,1232,1,2.12,436.32
26261,8778,1826,2,12.53,3384.9
26262,9281,1877,1,36.38,474.48
26263,7148,652,2,29.6,3191.85
26264,1371,1379,0,21.62,287.7
26265,2847,1455,2,29.02,3980.7
26266,4974,739,1,23.7,152.64
26267,2019,1455,1,26.98,3184.56
26268,5310,1579,2,30.99,3980.7
26269,2954,1672,0,30.61,404.7
26270,4376,465,1,9.15,335.88
